200414,201223,0.9
201223,201229,0.8125
201229,210106,0.7777778
210106,210112,0.85714287
210112,210126,1.0
210126,210203,1.0
210203,210209,0.9
210209,210217,0.9230769
210217,210223,0.90909094
210223,210302,0.8
210302,210310,0.85714287
210310,210316,0.9
210316,210323,0.9230769
210323,210330,1.0
210330,210406,0.90909094
210406,210413,0.9166667
210413,210420,1.0
210420,210427,0.9230769
210427,210504,0.85714287
210504,210511,0.8181818
210511,210518,0.6
210518,210525,0.625
210525,210601,0.7692308
210601,210608,0.8666667
210608,210615,0.85714287
210615,210622,0.85714287
210622,210706,0.84615386
210706,210712,0.9166667
210712,210723,0.90909094
210723,210727,0.8
210727,210803,0.8666667
210803,210810,0.93333334
210810,210817,1.0
210817,210824,1.0
210824,210901,0.6666667
210901,211020,0.6
211020,211027,0.9166667
211027,211104,0.8333333
211104,211110,0.84615386
211110,211117,0.84615386
211117,211123,0.9285714
211123,211201,1.0
211201,211207,0.90909094
211207,211214,0.9
211214,211221,0.9230769
211221,211228,0.73333335
211228,220103,0.5833333
220103,220111,0.85714287
220111,220118,1.0
220118,220125,0.9230769
220125,220201,0.9230769
220201,220208,1.0
220208,220308,0.75
220308,220322,0.7777778
220322,220326,0.8333333
220326,220330,0.6923077
220330,220405,0.7
220405,220419,0.90909094
220419,220501,1.0
220501,220503,1.0
220503,220510,1.0
220510,220630,0.90909094
