200414,201223,0.2
201223,201229,0.5
201229,210106,0.45454547
210106,210112,0.3846154
210112,210126,0.5
210126,210203,0.33333334
210203,210209,0.2
210209,210217,0.0
210217,210223,0.33333334
210223,210302,0.6
210302,210310,0.46153846
210310,210316,0.3
210316,210323,0.14285715
210323,210330,0.3
210330,210406,0.33333334
210406,210413,0.125
210413,210420,0.0
210420,210427,0.0
210427,210504,0.0
210504,210511,0.22222222
210511,210518,0.2
210518,210525,0.16666667
210525,210601,0.14285715
210601,210608,0.0
210608,210615,0.0
210615,210622,0.0
210622,210706,0.0
210706,210712,0.125
210712,210723,0.44444445
210723,210727,0.5
210727,210803,0.4
210803,210810,0.6
210810,210817,0.5555556
210817,210824,0.5
210824,210901,0.875
210901,211020,0.7
211020,211027,0.5
211027,211104,0.71428573
211104,211110,0.33333334
211110,211117,0.14285715
211117,211123,0.14285715
211123,211201,0.42857143
211201,211207,0.7777778
211207,211214,0.5
211214,211221,0.14285715
211221,211228,0.0
211228,220103,0.5714286
220103,220111,0.6666667
220111,220118,0.4
220118,220125,0.2857143
220125,220201,0.14285715
220201,220208,0.5
220208,220308,0.41666666
220308,220322,0.2
220322,220326,0.14285715
220326,220330,0.14285715
220330,220405,0.11111111
220405,220419,0.0
220419,220501,0.125
220501,220503,0.2
220503,220510,0.33333334
220510,220630,0.44444445
