10.000000,0.000000,0
10.500000,0.000000,0
11.000000,0.000000,0
11.500000,0.000000,0
12.000000,100.000000,4
12.500000,0.000000,0
13.000000,100.000000,2
13.500000,100.000000,3
14.000000,100.000000,7
14.500000,100.000000,4
15.000000,100.000000,10
15.500000,100.000000,7
16.000000,93.103447,29
16.500000,100.000000,8
17.000000,96.875000,64
17.500000,95.238098,21
18.000000,82.812500,64
18.500000,92.857140,14
19.000000,91.111115,45
19.500000,80.000000,15
20.000000,80.645164,31
20.500000,66.666664,6
21.000000,66.666664,15
21.500000,0.000000,1
22.000000,66.666664,12
22.500000,0.000000,0
23.000000,0.000000,1
23.500000,0.000000,0
24.000000,0.000000,1
24.500000,0.000000,0
25.000000,0.000000,1
25.500000,0.000000,1
26.000000,0.000000,0
26.500000,50.000000,2
27.000000,0.000000,0
27.500000,0.000000,0
28.000000,0.000000,0
28.500000,0.000000,0
29.000000,0.000000,0
29.500000,0.000000,0
30.000000,0.000000,0
30.500000,0.000000,0
31.000000,0.000000,0
31.500000,0.000000,0
32.000000,0.000000,0
32.500000,0.000000,0
33.000000,0.000000,0
33.500000,0.000000,0
34.000000,0.000000,0
34.500000,0.000000,0
35.000000,0.000000,0
35.500000,0.000000,0
36.000000,0.000000,0
36.500000,0.000000,0
37.000000,0.000000,0
37.500000,0.000000,0
38.000000,0.000000,0
38.500000,0.000000,0
39.000000,0.000000,0
39.500000,0.000000,0
